Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Stat
8,Daedalus,Shotgun,39,Grip,DAD_SG.part_grip_01,+Damage
8,Daedalus,Shotgun,40,Grip,DAD_SG.part_grip_02,+Fire Rate
8,Daedalus,Shotgun,41,Grip,DAD_SG.part_grip_03,-Reload Speed
8,Daedalus,Shotgun,42,Grip,DAD_SG.part_grip_04_hyp,"Hyperion Grip, -Acc, Acc increases with continuous fire"
8,Daedalus,Shotgun,43,Underbarrel,DAD_SG.part_underbarrel_02_singularity,Alt Fire - Gravity Harpoon
8,Daedalus,Shotgun,44,Underbarrel,DAD_SG.part_underbarrel_06_malswitch,"Underbarrel switch, no effects"
8,Daedalus,Shotgun,45,Underbarrel,DAD_SG.part_underbarrel_01_microrocket,Alt Fire - Micro-Rocket POD
8,Daedalus,Shotgun,46,Underbarrel,DAD_SG.part_underbarrel_04_atlas,Atlas Tracker Darts
8,Daedalus,Shotgun,47,Foregrip,DAD_SG.part_foregrip_01,+Damage
8,Daedalus,Shotgun,48,Foregrip,DAD_SG.part_foregrip_03,+Accuracy
8,Daedalus,Shotgun,49,Foregrip,DAD_SG.part_foregrip_02,+Fire Rate
8,Daedalus,Shotgun,50,Underbarrel,DAD_SG.part_underbarrel_03_mine,Alt Fire - Proxy Mine Launcher
8,Daedalus,Shotgun,51,Underbarrel,DAD_SG.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades
8,Daedalus,Shotgun,52,Barrel,DAD_SG.part_barrel_01_bod,"Bod, 265 x 5 Damage, 67% Acc, 4.2/s FR"
8,Daedalus,Shotgun,54,Barrel,DAD_SG.part_barrel_heartgun,"Acey May, 279 x 14 Damage, 65% Acc, 2.0/s FR"
8,Daedalus,Shotgun,56,Underbarrel,DAD_SG.part_underbarrel_01_misslaser,Missilaser Alt Fire
8,Daedalus,Shotgun,57,Barrel,DAD_SG.part_barrel_misslaser,"Missilaser, 1673 Damage, 100%Acc,3/s FR"
8,Daedalus,Shotgun,61,Barrel Accessory,DAD_SG.part_barrel_01_a,+Damage
8,Daedalus,Shotgun,62,Barrel Accessory,DAD_SG.part_barrel_01_b,+Accuracy
8,Daedalus,Shotgun,63,Barrel Accessory,DAD_SG.part_barrel_01_c,+Fire Rate
8,Daedalus,Shotgun,64,Barrel Accessory,DAD_SG.part_barrel_01_d,+Fire Rate
8,Daedalus,Shotgun,65,Barrel Accessory,DAD_SG.part_barrel_02_a,+Damage
8,Daedalus,Shotgun,66,Barrel Accessory,DAD_SG.part_barrel_02_b,-Reload Speed
8,Daedalus,Shotgun,67,Barrel Accessory,DAD_SG.part_barrel_02_c,+Accuracy
8,Daedalus,Shotgun,68,Barrel Accessory,DAD_SG.part_barrel_02_d,+Accuracy
8,Daedalus,Shotgun,69,Manufacturer Part,DAD_SG.part_barrel_licensed_jak,Jakobs Ricochet
8,Daedalus,Shotgun,70,Manufacturer Part,DAD_SG.part_barrel_licensed_ted,"Tediore Reload, no stat changes"
8,Daedalus,Shotgun,71,Manufacturer Part,DAD_SG.part_barrel_licensed_ted_shooting,"Tediore Shooting, no stat changes"
8,Daedalus,Shotgun,72,Manufacturer Part,DAD_SG.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes"
8,Daedalus,Shotgun,73,Manufacturer Part,DAD_SG.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes"
8,Daedalus,Shotgun,74,Manufacturer Part,DAD_SG.part_barrel_licensed_hyp,"Hyperion Shield visual accessory, no stat changes"
8,Daedalus,Shotgun,75,Manufacturer Part,DAD_SG.part_mag_torgue_normal,Torgue Impact Gyrojets
8,Daedalus,Shotgun,76,Manufacturer Part,DAD_SG.part_mag_torgue_sticky,Torgue Sticky Gyrojets
8,Daedalus,Shotgun,77,Manufacturer Part,DAD_SG.part_body_mag_ps,Daedalus Pistol Ammo
8,Daedalus,Shotgun,78,Manufacturer Part,DAD_SG.part_body_mag_smg,Daedalus SMG Ammo
8,Daedalus,Shotgun,79,Manufacturer Part,DAD_SG.part_body_mag_ar,Daedalus AR Ammo
8,Daedalus,Shotgun,80,Manufacturer Part,DAD_SG.part_body_mag_sr,Daedalus SR Ammo
20,Daedalus,SMG,3,Body Accessory,DAD_SM.part_body_a,-Reload Speed
20,Daedalus,SMG,4,Body Accessory,DAD_SM.part_body_b,-Reload Speed
20,Daedalus,SMG,5,Body Accessory,DAD_SM.part_body_c,+Accuracy
20,Daedalus,SMG,6,Body Accessory,DAD_SM.part_body_d,No Stat Changes
20,Daedalus,SMG,7,Barrel,DAD_SM.part_barrel_01,"GCX, 658 Damage, 73% Acc, 6.7/s FR"
20,Daedalus,SMG,8,Barrel,DAD_SM.part_barrel_02,"Painter, 714 Damage, 74% Acc, 6.0/s FR"
20,Daedalus,SMG,9,Manufacturer Part,DAD_SM.part_shield_default,Hyperion Shield
20,Daedalus,SMG,10,Manufacturer Part,DAD_SM.part_shield_ricochet,Hyperion Ricochet Shield
20,Daedalus,SMG,11,Manufacturer Part,DAD_SM.part_shield_ammo,Hyperion Absorb Shield
20,Daedalus,SMG,12,Manufacturer Part,DAD_SM.part_shield_amp,Hyperion Amp Shield
20,Daedalus,SMG,13,Magazine,DAD_SM.part_mag_01,"2.3s Reload, 22 Shots"
20,Daedalus,SMG,14,Magazine,DAD_SM.part_mag_02,"2.6s Reload, -Damage, 28 Shots"
20,Daedalus,SMG,15,Magazine,DAD_SM.part_mag_03_tor,"2.8s Reload, +Damage, -Fire Rate, 18 Shots, Torgue"
20,Daedalus,SMG,16,Magazine,DAD_SM.part_mag_04_cov,"4.0s Reload, +Damage, -Acc, 34 Shots, CoV Mag"
20,Daedalus,SMG,17,Magazine,DAD_SM.part_mag_05_borg,"2.1s Reload, +Fire Rate, 32 Shots, Ripper Mag"
20,Daedalus,SMG,18,Manufacturer Part,DAD_SM.part_mag_torgue_normal,Torgue Impact Gyrojets
20,Daedalus,SMG,19,Manufacturer Part,DAD_SM.part_mag_torgue_sticky,Torgue Sticky Gyrojets
20,Daedalus,SMG,20,Stat Modifier,DAD_SM.part_mag_ted_thrown_01,1.6s Reload
20,Daedalus,SMG,21,Stat Modifier,DAD_SM.part_mag_ted_thrown_02,1.6s Reload
20,Daedalus,SMG,22,Stat Modifier,DAD_SM.part_mag_ted_thrown_03_tor,1.6s Reload
20,Daedalus,SMG,23,Stat Modifier,DAD_SM.part_mag_ted_thrown_04_cov,3.0s Reload
20,Daedalus,SMG,24,Stat Modifier,DAD_SM.part_mag_ted_thrown_05_bor,3.0s Reload
20,Daedalus,SMG,25,Scope,DAD_SM.part_scope_02_lens_02,ADS ++Zoom
20,Daedalus,SMG,26,Scope,DAD_SM.part_scope_02_lens_01,ADS ++Zoom
