Manufacturer,Name,Part String,Type ID,ID,Stats,Effects,Comments
Augment,Spring Augment,grenade_gadget.part_01_mirv_04_spring,245,43,"MIRV Grenades bounce in place 3 times, exploding on each bounce",,
Augment,Long Division Augment,grenade_gadget.part_02_divider_01_children,245,44,Spawn another additional Grenade while midflight,,
Augment,Splinter Augment,grenade_gadget.part_02_divider_02_seeker,245,45,Launches the second spawned Grenade toward an enemy,,
Augment,Pulling Augment,grenade_gadget.part_02_divider_03_singularity,245,46,Each Grenade spawns a Singularity,,
Augment,Repeater Augment,grenade_gadget.part_02_divider_04_repeater,245,47,Spawns additional Grenades downwards while midflight,,
Augment,Spring Augment,grenade_gadget.part_02_divider_05_spring,245,48,"Each Grenade bounces in place, exploding 3 extra times",,
Augment,Tightly Coiled ,grenade_gadget.part_03_spring_01_additional_bounce,245,49,"Grenade bounces in place, exploding an additional +3 times",,
Augment,Apex Augment,grenade_gadget.part_03_spring_02_apex,245,50,Each Grenade also explodes at the apex of each bounce,,
Augment,Compounding Augment,grenade_gadget.part_03_spring_03_compound,245,51,With every bounce Damage increases by +25% and Damage Radius by +13%,,
Augment,Bouncer Augment,grenade_gadget.part_03_spring_04_bouncer,245,52,Each Grenade bounces twards nearby enemies,,
Augment,Duration Augment,grenade_gadget.part_04_artillery_01_duration,245,53,Increases the Duration of the Artillery Grenade by +50%,,
Augment,Ricochet Augment,grenade_gadget.part_04_artillery_02_ricochet,245,54,"Artillery Projectiles will bounce off of enemies, and Ricochet towards another nearby enemy",,
Augment,Missles Augment,grenade_gadget.part_04_artillery_03_micro_missiles,245,55,"Fires Micro-Missiles that home in on nearby enemies, each dealing 2974 Damage",,
Augment,Maglock Augment,grenade_gadget.part_04_artillery_04_maglock,245,56,Homes in on nearby enemies,,
Augment,Mortar Augment,grenade_gadget.part_04_artillery_05_mortar_strike,245,57,"Fires Mortars toward enemy positions, each dealing 3569 Damage",,
Augment,Prolonged Augment,grenade_gadget.part_05_singularity_01_duration,245,58,Increases the duration of the Singularity Grenade by 50%,,
Augment,Gnawing Augment,grenade_gadget.part_05_singularity_02_lingering,245,59,Deals 2379 Damage/s for the Duration of the Singularity,,
Augment,Collapsing Augment,grenade_gadget.part_05_singularity_03_collapsing,245,60,"The Singularity pulls in enemies more rapidly, and with increased Force withen a large Radius",,
Augment,Repulsor Augment,grenade_gadget.part_05_singularity_04_repulsor,245,61,"Upon Exploding, pushes enemies away from the singularity",,
Augment,Duration Augment,grenade_gadget.part_06_lingering_01_duration_bursts,245,62,Increases the Duration of the Lingering Grenade by 50%,,
Augment,Pulsing Augment,grenade_gadget.part_06_lingering_02_pulse,245,63,Radiates Elemental Pulses from the Grenade each Pulse dealing 1190 Damage,,
Augment,Splat Pack Augment,grenade_gadget.part_06_lingering_03_splat_pack,245,64,Launches 3 Projectiles that each spawn an Elemental Puddle on landing,,
Augment,Fracture Augment,grenade_gadget.part_06_lingering_04_fracture,245,65,"Spawns 3 Elemental Pillars in the direction the Grenade was thrown, each dealing 3867 damage",,
Augment,Alchemic Augment,grenade_gadget.part_06_lingering_05_alchemic,245,66,Grenade Status Effect Chance +300%,,
Augment,Bouncing Blade Augment,grenade_gadget.part_07_damage_amp_01_bouncing,245,67,"Ricochets additional knives toward nearby enemies, dealing 4461 Damage",,
Augment,Supressor Augment,grenade_gadget.part_07_damage_amp_02_suppressor,245,68,Damage Delt by impacted target is reduced by -25% for 10s,,
Augment,Penetrator Augment,grenade_gadget.part_07_damage_amp_03_penetrator,245,69,Damge to the impacted target has a 30% Chance to be a Critical Hit for 5s,,
Stats,Overflow,grenade_gadget.part_stat_01_extra_charge,245,70,Maximum Grenade Charge is increased by +1,,
Stats,Express,grenade_gadget.part_stat_02_cooldown_reduction,245,71,Grenade cooldown Duration is reduced by -12%,,
Stats,Explosive,grenade_gadget.part_stat_03_damage,245,72,Grenade Damage is increased by 13%,,
Stats,Expansive,grenade_gadget.part_stat_04_radius,245,73,Grenade Damage Radius is increased by +25%,,
Stats,Hazardous,grenade_gadget.part_stat_05_elemental_power,245,74,Grenade Status Effect Chance is increased by +10% and Greande Status Effect Damage is increased by +20%,,
Stats,Exacting,grenade_gadget.part_stat_06_crit_chance,245,75,Grenade has a 15% Chance to deal Critical Damage,,
Stats,Nuke,grenade_gadget.part_stat_07_nuke,245,76,"Grenade Damage is Increased by 19% Grenade Damage Radius is increased by 38%, and Grenade Cooldown Duration is increased by +25%",,
Stats,Concussive,grenade_gadget.part_stat_08_force,245,77,Knockback Force is increased by +50%,,
Stats,Bloodthirsty,grenade_gadget.part_stat_09_transfusion,245,78,Grenade Lifesteal is increased by 10%,,
Stats,Merciless,grenade_gadget.part_stat_04_jak_crit_damage,245,79,Grenade Critical Damage is increased by +50%,,
Stats,Lethal,grenade_gadget.part_stat_05_jak_oversized,245,80,"Grenade Damage is increased by 25%, and Grenade Projectile Speed is reduced by -50%",,
Stats,Wideload,grenade_gadget.part_stat_05_ord_wideload,245,81,"Damage Radius is increased by 38%, Homing Turn Rate reduced by -33%",,
Firmware,Risky Boots,grenade_gadget.part_firmware_risky_boots,245,87,,,
Daedalus,Buzz Axe,dad_grenade_gadget.part_payload_Axe,270,6,,,
Daedalus,Fuse,dad_grenade_gadget.part_payload_Fuse,270,8,,,
Daedalus,,dad_grenade_gadget.part_dad,270,10,,,
Jakobs,,jak_grenade_gadget.part_jak,267,1,,,
Jakobs,Spinning Blade,jak_grenade_gadget.part_spinning_blade,267,9,,,
Jakobs,Sho Kunai,jak_grenade_gadget.part_ShoKunai,267,11,,,
Maliwan,Plasma Grenade,mal_grenade_gadget.part_mal,263,3,"Plasma Grenade, 16s CD, 5949 Damage, 300cm Radius, 2 Charges",,
Maliwan,Destructive Disco,mal_grenade_gadget.part_disco_disc,263,10,,,
Maliwan,Recursive,mal_grenade_gadget.part_recursive,263,12,,,
Order,,ord_grenade_gadget.part_ord,272,1,,,
Order,Swarm,ord_grenade_gadget.part_01_mirv_05_swarm,272,7,,,
Order,Chaumurky,ord_grenade_gadget.part_aggrovator,272,9,,,
Order,Skully,,272,11,,,
Ripper,,borg_grenade_gadget.part_borg,278,2,,,
Ripper,Jelly,borg_grenade_gadget.part_payload_unique_rubber,278,10,,,
Ripper,Buoy,borg_grenade_gadget.part_payload_unique_buoy,278,11,,,
Ripper,Transmitter,borg_grenade_gadget.part_payload_unique_transmission,278,14,,,
Tediore,Faulty Detonator,ted_grenade_gadget.part_FaultyDetonator,311,6,,,
Tediore,UAV,ted_grenade_gadget.part_PredatorDrone,311,8,,,
Tediore,,ted_grenade_gadget.part_ted,311,10,,,
Torgue,Firepot,tor_grenade_gadget.part_payload_firepot,298,6,,,
Torgue,Slippy,tor_grenade_gadget.part_tor_slippy,298,8,,,
Torgue,,tor_grenade_gadget.part_tor,298,10,,,
Vladof,Blockbuster,vla_grenade_gadget.part_Blockbuster,291,6,,,
Vladof,Waterfall,vla_grenade_gadget.part_vla_Waterfall,291,8,,,
Vladof,,vla_grenade_gadget.part_vla,291,10,,,
